,all,neg,pos,neu
Peeps,2,,1.0,1.0
Derny,1,,,1.0
Sofie,1,,,1.0
Cindy....,1,,,1.0
causee,1,,,1.0
duh,3,1.0,,2.0
sick.....,1,1.0,,
NOOOO,1,1.0,,
stag,1,1.0,,
"dances,",1,1.0,,
>_>,2,1.0,,1.0
Soccer,1,,1.0,
tonightt.,1,,1.0,
(Either,1,,,1.0
fantasy,2,,,2.0
shock,2,,1.0,1.0
waves,4,,2.0,2.0
Heh.),1,,,1.0
know...I,1,,1.0,
"BB,",1,,1.0,
streaming,1,,1.0,
flipping,2,1.0,,1.0
hairloss....gotta,1,1.0,,
doc.,2,2.0,,
kitteh,1,,,1.0
front...,1,,,1.0
behind...,1,,,1.0
side...of,1,,,1.0
Checkin,3,1.0,,2.0
oramarecords.com.,1,1.0,,
unagi,1,,1.0,
while!,3,1.0,1.0,1.0
+udon,1,,1.0,
AGH,2,1.0,1.0,
Bear,2,,2.0,
like!,2,,2.0,
noooooooooo,1,1.0,,
parrents,1,1.0,,
"shoes,",4,,3.0,1.0
"stocktwits,",1,,,1.0
glorious,7,,5.0,2.0
'promiscuous,1,,,1.0
girl',1,,,1.0
success,4,,3.0,1.0
whaaaaaaaahhhh,1,,,1.0
schoool,1,,1.0,
NYC!,2,,2.0,
cake..,1,,1.0,
slower?,1,1.0,,
dragging,2,1.0,,1.0
errands,9,3.0,,6.0
raincheck...tomorrow?,1,1.0,,
Miss.,1,,,1.0
Isabelle,1,,,1.0
onther,1,,1.0,
marketers,1,,1.0,
keyboards,3,1.0,1.0,1.0
pohaku,1,,,1.0
12st,1,,,1.0
shack,2,,,2.0
80th,1,,,1.0
fallower,1,,,1.0
psst,1,,1.0,
likey,4,1.0,1.0,2.0
urself,3,2.0,1.0,
hi???,1,1.0,,
(large,1,,1.0,
format),1,,1.0,
ticket!,1,,,1.0
twitwoo!,1,,,1.0
_steph,1,,,1.0
ages.,5,3.0,,2.0
Once,6,1.0,1.0,4.0
ALO,1,,,1.0
time...,8,3.0,3.0,2.0
shin,3,2.0,,1.0
ae,1,1.0,,
married...and,1,1.0,,
followfridays,1,,,1.0
"Ha,",5,1.0,4.0,
Iï¿½ll,1,,1.0,
rewatch,1,,1.0,
(parts,1,,1.0,
today...in,1,,1.0,
preparation,1,,1.0,
jaron,1,1.0,,
'bless,1,,1.0,
sneezing,2,,1.0,1.0
http://bit.ly/147HEU,1,,,1.0
mogwai,1,,,1.0
repeat,5,1.0,,4.0
Wine..beer..and,1,,,1.0
champagne..lets,1,,,1.0
tomorrow..lol,1,,,1.0
mikes,1,1.0,,
goodmorning,2,,2.0,
irritating.,1,1.0,,
asking.,2,2.0,,
arthritis,2,2.0,,
squats,1,1.0,,
charleston,1,,,1.0
_luciano,1,,1.0,
jailbreak,1,,1.0,
tremendous,1,,1.0,
amount,7,2.0,3.0,2.0
winterboard,1,,1.0,
Horatio,1,,,1.0
Caine,1,,,1.0
Sippinn,1,,1.0,
whut,1,,1.0,
sta,1,,1.0,
acting,10,4.0,4.0,2.0
yayay,1,,1.0,
prerecorded,1,,,1.0
JJ,1,,,1.0
ADMK,1,,,1.0
led,3,,1.0,2.0
"front,",1,,,1.0
"+914044621160,",1,,,1.0
hyderabad,1,,,1.0
connections,2,,1.0,1.0
_day26,1,,1.0,
concert.,5,,1.0,4.0
Uninvited,1,,,1.0
Deid,1,,,1.0
Esquire,1,,,1.0
fantasize,1,,,1.0
Megan,1,,,1.0
Fox.,1,,,1.0
"6th,",1,1.0,,
ROOMIES,1,1.0,,
youuuchuuub!,1,,,1.0
fic,2,,1.0,1.0
"Duuude,i",1,,1.0,
say?,5,,3.0,2.0
vase,1,1.0,,
"sunday,",3,1.0,1.0,1.0
Thirst,1,,,1.0
korean,5,2.0,1.0,2.0
chan-wook,1,,,1.0
unity,1,1.0,,
"bebo,",1,1.0,,
didn`tgot,1,1.0,,
OMG....that,1,1.0,,
funn!,1,,1.0,
haha...Live,1,,1.0,
prosper.,1,,1.0,
pleased,7,1.0,5.0,1.0
Mom;,1,,,1.0
gymming,1,,,1.0
afternoon;,1,,,1.0
'bawas,1,,,1.0
kanin',1,,,1.0
(less,1,,,1.0
rice),1,,,1.0
movement;,1,,,1.0
celibate.,1,,,1.0
cough,6,2.0,,4.0
bond,2,,2.0,
series.,2,,1.0,1.0
spy,1,,1.0,
rachael`s,1,,,1.0
performance!!!,1,,,1.0
perry,1,,,1.0
soundtrack,2,,,2.0
fool,6,3.0,3.0,
don;t,3,1.0,,2.0
relaxation!!,1,1.0,,
office...desperately,1,1.0,,
cakes,7,1.0,2.0,4.0
chaser-,1,,1.0,
sympathise,1,1.0,,
editors,1,,1.0,
writers.,1,,1.0,
#justsayin,1,,1.0,
aimeeeeeee!,1,,1.0,
adoring,1,,1.0,
"fan,",4,1.0,3.0,
"hehehe,",1,,1.0,
no.1,2,1.0,1.0,
Parents,2,1.0,,1.0
tour-de-US.,1,1.0,,
"loaders,",1,1.0,,
custom,3,2.0,,1.0
assembly,4,3.0,,1.0
loaders,1,1.0,,
reports,5,,2.0,3.0
upper,2,,1.0,1.0
60s,2,,2.0,
Perfect,7,,5.0,2.0
rosary,1,,,1.0
family!,2,,1.0,1.0
Vacation,2,,1.0,1.0
over!!!,1,,1.0,
one........,1,,1.0,
assignment,8,1.0,3.0,4.0
professional,5,2.0,1.0,2.0
Id,3,,2.0,1.0
"cabaret,",1,,1.0,
Batman,3,3.0,,
Steam,2,2.0,,
Punlk,1,1.0,,
fashion,8,3.0,2.0,3.0
Anime,2,1.0,,1.0
TorCon,1,1.0,,
snapppp,1,,,1.0
lollll,1,,,1.0
_Mak,1,,,1.0
bbm,2,,,2.0
info.,2,,1.0,1.0
phn,1,,,1.0
tmail,1,,,1.0
DATED!,1,,,1.0
russian,2,1.0,,1.0
roulette.,1,,,1.0
addict,1,,1.0,
DANG,2,1.0,1.0,
breeze!!hope,1,,1.0,
Matt,7,,4.0,3.0
Weiters`,1,,,1.0
bat:,1,,,1.0
RF,1,,,1.0
stir,1,,1.0,
hatred,1,,1.0,
mighty,4,1.0,2.0,1.0
scum,1,,1.0,
shecky95,1,,1.0,
Hawk`s,1,1.0,,
nintendo,1,1.0,,
http://twitpic.com/4j95z,1,,,1.0
"why,",3,,,3.0
LOLd.,1,,,1.0
Meant,3,,2.0,1.0
fight...did,1,,1.0,
yas,2,1.0,1.0,
all-nighter?,1,,1.0,
FaceBook,1,,,1.0
http://bit.ly/17jIy8,1,,,1.0
username,5,1.0,,4.0
ADD,1,,,1.0
#pens...steigy...no,1,,,1.0
politics,3,1.0,,2.0
hun...the,1,,,1.0
obamas,1,,,1.0
coughing,4,2.0,,2.0
ahahahahahaha,1,,1.0,
dunners,1,1.0,,
tweet!,3,2.0,,1.0
8.30,1,1.0,,
boooooo,2,1.0,,1.0
Doesnt,1,1.0,,
burned!,1,1.0,,
Hurricane,2,1.0,,1.0
OK.,6,1.0,4.0,1.0
MizMind,1,,,1.0
4TH,2,,2.0,
event.,2,1.0,1.0,
message..,1,,,1.0
gluten,2,1.0,1.0,
baking!,1,,1.0,
quad-core,1,,,1.0
"2`25',",1,,,1.0
dual-core,1,,,1.0
SSD,4,2.0,,2.0
0`,1,,,1.0
=>,3,,,3.0
"Sure,",3,1.0,1.0,1.0
thread,2,,,2.0
http://tinyurl.com/ojcf5l,1,,,1.0
"towel,",1,,,1.0
'Sub-Etha,1,,,1.0
Sens-O-Matic',1,,,1.0
Guide,2,,,2.0
Insurance,1,,,1.0
through...,2,,,2.0
workdone,1,,,1.0
Redtape,1,,,1.0
gabe,1,,,1.0
afterparty,1,,,1.0
http://twitpic.com/670rw,1,1.0,,
Ali,4,1.0,2.0,1.0
Blink,2,,,2.0
..anyone,1,,,1.0
Billy,2,,1.0,1.0
Bragg,1,,,1.0
Colin,2,,,2.0
Blunstone,1,,,1.0
Wrapped,1,,,1.0
html/java,1,,,1.0
dabbling,1,,,1.0
intros,1,,,1.0
inspection,2,,1.0,1.0
sticker,3,1.0,2.0,
gigantic,3,,1.0,2.0
piling,1,,1.0,
gum.,2,2.0,,
weight,8,3.0,1.0,4.0
creepy.,1,,,1.0
icecream,3,1.0,,2.0
sunscreen,2,1.0,,1.0
JAH.,1,,1.0,
TC.,1,,1.0,
"WAIT,",1,,,1.0
hellboy,1,,,1.0
duff,1,,,1.0
Postponed,1,,,1.0
abandoned.,1,,,1.0
beauty,8,1.0,3.0,4.0
THURSDAY,1,,,1.0
Valley,1,,,1.0
interested!,1,,,1.0
Moral,1,,1.0,
eyes.,2,2.0,,
Allies,1,,,1.0
R20,1,,,1.0
2l,1,,,1.0
http://bit.ly/evluw,1,,1.0,
external,5,1.0,3.0,1.0
"mouse,",1,,1.0,
"kellie,how",1,1.0,,
u?I,1,1.0,,
FEEL,2,2.0,,
HORRIBLE!,1,1.0,,
Congratulation`s,1,,1.0,
phil,2,,2.0,
packer,1,,1.0,
completing,3,,2.0,1.0
example,1,,1.0,
startled,1,,1.0,
lovato-back,1,,1.0,
lovato-behind,1,,1.0,
enemy,1,,1.0,
titanic,1,,1.0,
trailer?,2,,1.0,1.0
gon,5,1.0,,4.0
cheat,2,2.0,,
twitter?,5,1.0,2.0,2.0
j/k,1,1.0,,
brandon.,1,1.0,,
Wanting,3,2.0,,1.0
anthony.,1,1.0,,
Sadshoes,1,1.0,,
"matey,",1,1.0,,
ill?,1,1.0,,
Suzi,1,1.0,,
scabs,1,1.0,,
not!,6,2.0,1.0,3.0
Exhausted,2,2.0,,
twist!,1,,1.0,
mizz,1,,1.0,
jones,1,,1.0,
http://plurk.com/p/su3eq,1,,,1.0
excuse.,1,1.0,,
Earlier,1,1.0,,
heart...,1,,,1.0
writing....,1,,,1.0
_Ernman,1,,,1.0
Hej,1,,,1.0
"Malena,",1,,,1.0
lycka,1,,,1.0
differents,1,,,1.0
aha,6,2.0,3.0,1.0
"Mmm,",1,,1.0,
preferred,3,,1.0,2.0
Wingstop,1,,1.0,
"Tat,",1,,,1.0
woman.,1,,,1.0
brussels,1,,1.0,
sprouts!,1,,1.0,
Jennnnnn,1,,,1.0
richhhh,1,,,1.0
wast,1,,,1.0
Awwww...thanks!!,1,,,1.0
closes,2,1.0,,1.0
Sweden,4,1.0,,3.0
Presentation,2,,1.0,1.0
prize,2,2.0,,
:b,1,,1.0,
Aaggh!!,1,,,1.0
curve,3,,2.0,1.0
gash,1,,,1.0
invisible,4,1.0,,3.0
shields,1,,,1.0
stock.,2,,,2.0
advertisement,1,,,1.0
fillings,1,,1.0,
good(?);,1,,1.0,
appointments,1,,1.0,
Yo!,1,,1.0,
dukes,1,,1.0,
"fair,",4,2.0,,2.0
mktg,1,1.0,,
"cd`s,",1,1.0,,
"etc,",2,2.0,,
suggested,2,1.0,,1.0
emailed,2,1.0,1.0,
"done,",7,2.0,4.0,1.0
MD,2,,,2.0
pret-ty,1,,1.0,
tube,3,1.0,1.0,1.0
`photoshop`,1,,1.0,
liep,1,,1.0,
zojuist,1,,1.0,
vast.,2,,1.0,1.0
Rï¿½isï¿½ngs,1,,1.0,
glove,2,,1.0,1.0
_lottie,1,,1.0,
pastimes,1,,1.0,
G/daughter,1,,1.0,
Ten,3,1.0,,2.0
knack,1,,,1.0
"iphone,",1,,,1.0
melted,3,,,3.0
"speaker,",1,,,1.0
rings,3,1.0,,2.0
Tend,1,,,1.0
Moldovan.,1,,1.0,
came.,1,,1.0,
"children,",3,,1.0,2.0
Nina,2,,,2.0
Zavaroni,1,,,1.0
(sp),1,,,1.0
Brooke,2,,,2.0
Shields,1,,,1.0
Drew,2,,,2.0
Barrymore,1,,,1.0
doona,1,1.0,,
beverage...I,1,1.0,,
carparks,1,1.0,,
Spongebob,1,,,1.0
Amandas,1,,,1.0
crystal,1,,,1.0
calendars,1,,,1.0
today.....,3,1.0,1.0,1.0
socialily,1,,,1.0
naiv,1,,,1.0
Restuarant,1,1.0,,
javascript,2,1.0,,1.0
problem...,1,1.0,,
LICE,1,,1.0,
st,3,1.0,1.0,1.0
helens,1,1.0,,
mri,1,1.0,,
twitterberry,1,,,1.0
Slowly,2,,1.0,1.0
chuck,2,,2.0,
sat?,1,,1.0,
flag.,1,,1.0,
lovies!,1,,1.0,
sammich,1,,1.0,
bongie.,1,,1.0,
did..thanks,1,,1.0,
bunch!!,1,,1.0,
yet...I,1,,1.0,
Mommy!!!,1,,1.0,
pain?,3,2.0,,1.0
http://is.gd/Jbcg,1,,,1.0
experiement,1,,,1.0
plead,1,1.0,,
temporary,3,2.0,,1.0
insanity,2,1.0,,1.0
agreeing,3,1.0,1.0,1.0
metric,1,1.0,,
century,2,1.0,,1.0
Ryann!!,1,,1.0,
toes,4,2.0,,2.0
me-lol!,1,,,1.0
"safe,poor",1,,,1.0
bro..,1,1.0,,
Though,5,,3.0,2.0
Igloo,2,,1.0,1.0
kelly!,1,,1.0,
retainer!!,1,1.0,,
experiences.,1,1.0,,
"research,",1,1.0,,
specific,2,1.0,1.0,
drive`s,1,1.0,,
autorun,1,1.0,,
Edward,1,,,1.0
Cullen.,1,,,1.0
Hahaha.,4,,1.0,3.0
cyber-criminal-overlords.,1,,1.0,
collabs,1,,,1.0
eh...I,1,,,1.0
Colorado....maybe,1,,,1.0
tubas,1,,,1.0
PnS,1,,,1.0
move...,1,,,1.0
lluuvv,1,,,1.0
evenn,1,,,1.0
moreee!,1,,,1.0
coolin,1,,,1.0
utd,1,1.0,,
alicias,1,1.0,,
idkkkk.,1,1.0,,
(I`m,4,2.0,2.0,
pup,3,,1.0,2.0
counts!,1,,1.0,
Indeed,2,,1.0,1.0
Lying,3,,2.0,1.0
Jury,1,,1.0,
'NAPPY`S',1,,1.0,
'N',1,,1.0,
word....by,1,,1.0,
'NAPPY',1,,1.0,
braids,1,,1.0,
iGot,1,,1.0,
'HANG-TIME',1,,1.0,
homie,3,1.0,2.0,
Wednesday?,1,,,1.0
harry,5,1.0,1.0,3.0
potter,6,1.0,1.0,4.0
spread,9,2.0,4.0,3.0
pillows????,1,1.0,,
gryffindor,1,1.0,,
?ï¿½,1,,,1.0
nh?n,1,,,1.0
???c,2,,,2.0
bonus,2,,1.0,1.0
r?i.,1,,,1.0
ch?,1,,,1.0
bï¿½,1,,,1.0
vï¿½o,1,,,1.0
kho?n,1,,,1.0
updated.,2,,2.0,
_longman,1,1.0,,
q100,1,,,1.0
now..99.7,1,,,1.0
kraut.,1,1.0,,
canNOT,1,1.0,,
author`s,1,1.0,,
Tucking,2,1.0,,1.0
kitty-boys,1,1.0,,
Nighty-night.,1,1.0,,
"Plus,",3,2.0,1.0,
insulting,2,2.0,,
Butï¿½nadaï¿½,1,1.0,,
Pissed,2,2.0,,
http://myloc.me/21CU,1,1.0,,
"rice,",1,,,1.0
"wheat,",1,,,1.0
protein,2,,,2.0
sugar.,1,,,1.0
yes`ma...,1,,,1.0
hospital....,1,1.0,,
clot,1,1.0,,
afternoon...,3,,2.0,1.0
hee.,1,,,1.0
"may,1st",1,,1.0,
lucas,4,,3.0,1.0
cruising,3,,1.0,2.0
"eggs,",2,,2.0,
"bumf,",1,,1.0,
shaving,1,,1.0,
foam.,1,,1.0,
Ouch,2,2.0,,
nico...,1,1.0,,
munchkin,1,1.0,,
Tweeten,1,,,1.0
Tix,2,,1.0,1.0
deals,1,,,1.0
5/28,1,,,1.0
$43,1,,,1.0
*$38,1,,,1.0
http://tinyurl.com/NKOTBTweetenTixsDeal,1,,,1.0
<-or,1,,,1.0
SEAT,1,,,1.0
Prices,1,,,1.0
/NKOTB,1,,,1.0
Dates,1,,,1.0
leonardo.,1,,1.0,
fiddler,1,,1.0,
him&he,1,,,1.0
batcave,1,,,1.0
it`S,2,,,2.0
understanding,2,1.0,,1.0
Minneapolis/St.,1,,,1.0
Paul,5,2.0,,3.0
area!!!!,1,,,1.0
(teeny,1,,,1.0
tiny),1,,,1.0
honda,1,,,1.0
civic,1,,,1.0
http://myloc.me/FRy,1,,,1.0
Jello,1,,,1.0
Biafra,1,,,1.0
"best,",5,,3.0,2.0
happeened,1,1.0,,
ro,1,1.0,,
summer?,4,1.0,,3.0
"pray,",4,1.0,3.0,
wiser,2,,2.0,
http://bit.ly/TzxqN,1,,1.0,
year!!!,1,,,1.0
Uni,3,1.0,1.0,1.0
$19.99,1,,1.0,
provides,1,,1.0,
viewers?,1,,1.0,
cloooseee,1,,,1.0
http://amanita-design.net/samorost-1/,1,1.0,,
'Bad,1,,,1.0
"crutch,",1,,,1.0
tattoos,2,,1.0,1.0
peircings!',1,,,1.0
Hahahaha!,3,1.0,1.0,1.0
Damnit.,2,2.0,,
solution?,2,,,2.0
http://promotion.itagg.com,2,,,2.0
ï¿½6,2,,,2.0
iTAGG!,2,,,2.0
#fridayfirehazzard,1,,1.0,
Draw!:,1,,,1.0
Neuroanatomy,2,,,2.0
take-home,2,,,2.0
test.,3,,,3.0
Iï¿½m...:,1,,,1.0
Neuro..,1,,,1.0
http://bit.ly/fXs3L,1,,,1.0
tea?,1,,,1.0
masala,1,,,1.0
chaas,1,,,1.0
Quark.,1,1.0,,
huhuhu!,1,1.0,,
partner,5,1.0,3.0,1.0
http://plurk.com/p/x2k1z,1,1.0,,
_UK,3,,2.0,1.0
Aint,1,,1.0,
hardcore!,1,,,1.0
Through,4,,1.0,3.0
quaterfinals,1,,1.0,
football,10,2.0,5.0,3.0
tournament.,1,,1.0,
penalty,2,1.0,1.0,
T`was,1,,,1.0
asleep).,1,,1.0,
201th,1,,,1.0
ROFL..,1,,,1.0
Kristin,1,,,1.0
Shannon,2,,1.0,1.0
contain,3,,1.0,2.0
herself.,1,,,1.0
amazingly,5,,4.0,1.0
1600th,1,,,1.0
hahahahaha,5,,5.0,
welcome...,2,,2.0,
England,6,,3.0,3.0
unfair,4,2.0,1.0,1.0
bruv`s,1,,1.0,
timetable,1,,1.0,
oral,3,1.0,1.0,1.0
fortunate,2,,2.0,
"erm,",1,,1.0,
digest,1,,1.0,
revision...,1,,1.0,
#amtarot,1,,1.0,
Episode,2,,2.0,
"23,",1,,1.0,
Wrath,1,,1.0,
Con,2,,1.0,1.0
wreck,2,2.0,,
road.,4,3.0,,1.0
"imissu,",1,1.0,,
Sure,5,1.0,1.0,3.0
Who?,1,1.0,,
ouchies,1,1.0,,
daughters,6,2.0,3.0,1.0
unhealthy,2,2.0,,
primark...feel,1,1.0,,
teleconference.,1,1.0,,
weekend!!,5,,4.0,1.0
6.30,3,1.0,,2.0
JD,1,,,1.0
ask!,1,,,1.0
"cousin,",1,1.0,,
"'eww,",1,,,1.0
blood'.,1,,,1.0
amusing,4,1.0,2.0,1.0
rubiks,1,,1.0,
horrible!,4,3.0,,1.0
sickening...,1,1.0,,
will?,2,1.0,,1.0
Smh...,1,1.0,,
Prayers,1,1.0,,
family...,3,1.0,2.0,
_are_fire,1,,,1.0
Hii,1,,,1.0
"noise,",1,1.0,,
tripped,3,3.0,,
circuit,1,1.0,,
breaker.,1,1.0,,
Times.,1,1.0,,
3:30,2,,1.0,1.0
Amber,3,,1.0,2.0
Bensons,1,,,1.0
death`s,1,,,1.0
supplies,1,,,1.0
purse,6,1.0,1.0,4.0
soulmate.,1,,,1.0
Livin,1,,,1.0
iznt,1,,,1.0
birthday-,2,,2.0,
whom,3,,3.0,
Awaiting,1,,1.0,
lfctv,1,,1.0,
newcastle,2,,1.0,1.0
yesterday!,9,1.0,4.0,4.0
"starfleet,",1,1.0,,
medal,2,1.0,,1.0
funnest,1,,,1.0
BUt,2,1.0,,1.0
Righ,1,,,1.0
Moab,1,,,1.0
Phil!!!,1,,,1.0
ST,2,,2.0,
August.,2,1.0,,1.0
transatlantic,1,1.0,,
flights.,1,1.0,,
carbon,2,1.0,,1.0
footprint,2,1.0,,1.0
"PW,",1,1.0,,
wrong...and,1,1.0,,
Gaiman?!,1,1.0,,
#bea,1,1.0,,
Statue,1,1.0,,
Liberty,2,1.0,,1.0
reopen,1,1.0,,
married.,2,,2.0,
Shawna,1,,1.0,
Damon,1,,1.0,
flare-up,1,1.0,,
night...,8,2.0,2.0,4.0
looking....but,1,,1.0,
fraktastic,1,,,1.0
zoidberg,1,,,1.0
trial,3,1.0,1.0,1.0
"Stuffit,",1,,1.0,
advice.,2,,2.0,
Note,5,3.0,,2.0
self:,4,2.0,,2.0
iCurve.,2,2.0,,
OOUCHHHH,1,1.0,,
negative,7,3.0,1.0,3.0
"primatech,",1,1.0,,
handle`s,1,1.0,,
decade,1,1.0,,
heroes,2,1.0,1.0,
deflated.,1,,,1.0
junk.,1,,,1.0
if..,1,,1.0,
****`ing,1,1.0,,
past.,1,1.0,,
NTS,1,1.0,,
school?,3,2.0,1.0,
pffffffffff...,1,1.0,,
triumph,1,1.0,,
LMAO!!,1,1.0,,
produce/direct/film/edit...,1,,,1.0
write...,1,,,1.0
coordinate,1,,,1.0
events...,1,,,1.0
Don,2,,1.0,1.0
Fetti...,1,,,1.0
heart?,1,1.0,,
Bedtime,1,,1.0,
Stories!,1,,1.0,
noooooo!!!,1,1.0,,
Inn.,1,,1.0,
Bing,2,,1.0,1.0
Crosby,1,,1.0,
"face,",3,1.0,1.0,1.0
mimi,1,,,1.0
Blog`s,1,,,1.0
RSS,2,,,2.0
feeds,2,1.0,,1.0
republish,1,,,1.0
soul.,2,,2.0,
Acts,1,,,1.0
worthy!,1,,,1.0
entertaining.,1,,,1.0
always.....,1,,,1.0
Rain.,1,,,1.0
snuggled,2,,1.0,1.0
beneath,2,1.0,,1.0
schoolmate,1,1.0,,
35,7,4.0,2.0,1.0
bally!,1,1.0,,
Schools,1,,,1.0
wrongly.,1,1.0,,
"usually,",1,1.0,,
typed,1,1.0,,
read.,1,1.0,,
`enter`,1,1.0,,
Fender,1,1.0,,
_Shawn,1,,,1.0
B4,3,1.0,1.0,1.0
Homie,2,,,2.0
"minniapolis,",1,1.0,,
Diego,4,3.0,,1.0
good...thanks,1,,1.0,
_sims,1,,,1.0
scoop,1,,,1.0
station,10,4.0,1.0,5.0
kwod,1,,,1.0
right...we,1,1.0,,
'arguing',1,1.0,,
nothing...I,1,1.0,,
satisfaction,1,,1.0,
Nth,1,,1.0,
sigh..,1,1.0,,
"assessment,",1,1.0,,
stinging,2,1.0,,1.0
hurts..,2,2.0,,
_whacker,1,,,1.0
skypeeeeee,1,,,1.0
work....Hillcats,1,1.0,,
.25,1,1.0,,
"over,",11,1.0,3.0,7.0
"cinema,",1,,,1.0
monday....,1,,,1.0
Montana,7,1.0,4.0,2.0
laterz,1,,1.0,
retarded,6,3.0,1.0,2.0
8am.,1,1.0,,
anime,2,,1.0,1.0
iat,1,,,1.0
rivercenter,1,,,1.0
Pokemon,1,,,1.0
work=no,1,,,1.0
mothrs,1,,1.0,
thaa,3,1.0,1.0,1.0
outt,1,,1.0,
thr,2,,2.0,
_jayy,1,,,1.0
essay.,3,1.0,,2.0
temperature,2,1.0,,1.0
mommm,1,,1.0,
workk,1,,1.0,
"poop,",1,,,1.0
"screwed,",1,1.0,,
"started,",2,1.0,,1.0
concentrate,5,4.0,,1.0
"Unofficially,",1,,,1.0
providing,2,1.0,,1.0
Geelong,1,,,1.0
Football,3,,1.0,2.0
Club!,1,,,1.0
jeep.,1,,,1.0
IT`S,1,,,1.0
FRICKEN,1,,,1.0
millsy,1,,,1.0
headbutt,1,,,1.0
anyone!,1,,,1.0
anyway!,6,,4.0,2.0
translated,2,,1.0,1.0
swedish,2,,1.0,1.0
Gym,1,,,1.0
talk!,2,,1.0,1.0
methodology.,1,,1.0,
pankraz.,1,,,1.0
?!?!,1,,,1.0
Boyzone,1,,,1.0
twit-har,1,,,1.0
AOTS...,1,,1.0,
_Hayward,1,,,1.0
MANDY!!!,1,,,1.0
WON`T,1,,,1.0
WIN,3,,2.0,1.0
CAN`T,6,3.0,,3.0
"HELP,",1,,,1.0
JUMP,2,,1.0,1.0
BRIDGE,1,,,1.0
(KIDDING),1,,,1.0
SUX,1,,,1.0
colette!,1,,,1.0
moms-to-be),1,,1.0,
dates.,2,,1.0,1.0
Smiling!,1,,1.0,
SMILE~life,1,,1.0,
http://www.imtiredonline.com/smile/,1,,1.0,
_mcsupergirl,1,1.0,,
"free,",1,1.0,,
..ok,1,1.0,,
brother...did,1,1.0,,
num,2,1.0,,1.0
AGAIN???,1,1.0,,
smh..you,1,1.0,,
_Claire,1,,,1.0
Cuong,1,,,1.0
H.,1,,,1.0
alotment,1,,,1.0
"tv,",5,,,5.0
sundays.,2,,1.0,1.0
WAIT,2,,1.0,1.0
sware,1,1.0,,
AGAIN...too,1,1.0,,
drama...sooo,1,1.0,,
successful?,2,1.0,,1.0
"mistakes,",1,1.0,,
entirely,4,1.0,2.0,1.0
ones!,3,1.0,2.0,
h/p,1,,,1.0
messenger,3,,,3.0
feedback.,1,,1.0,
Surreal,1,,1.0,
surreal,1,,1.0,
oils,1,,1.0,
ETA.,1,1.0,,
waiting.,2,2.0,,
Bleh,3,3.0,,
methinks.,1,1.0,,
grubby,2,,2.0,
hands!,2,,2.0,
"21,you",1,,,1.0
"hot,",6,3.0,2.0,1.0
work..its,1,,,1.0
_peer,1,,,1.0
ll,2,,1.0,1.0
replace,7,1.0,2.0,4.0
topify,1,,,1.0
s,5,1.0,1.0,3.0
"runny,",1,1.0,,
"pounding,",2,2.0,,
MAN.,1,1.0,,
awful.,5,5.0,,
=((,1,1.0,,
Stand,3,,1.0,2.0
http://tiny.cc/pAVYi,1,,,1.0
PlayingforChange.com,1,,,1.0
glamorous,1,,1.0,
Rachael,1,1.0,,
_another_1,2,,2.0,
imagine....,1,,1.0,
Mommy`s,4,,4.0,
Up.,1,1.0,,
Brother.,1,1.0,,
one??,1,,1.0,
"Kojikun,",1,,,1.0
"seastar,",1,,,1.0
"Brian,",1,,,1.0
George.,1,,,1.0
agree!,3,,1.0,2.0
speak!,2,1.0,1.0,
`who,2,1.0,,1.0
weirdo?`,1,1.0,,
LOOOOL.,1,1.0,,
thick,3,1.0,1.0,1.0
chik,1,1.0,,
http://pic.gd/63ef,1,,,1.0
"college,",3,,1.0,2.0
bummed...you`re,1,1.0,,
stays,2,,2.0,
handheld,1,,1.0,
ALL!,1,,1.0,
looking4him,1,,1.0,
http://tinyurl.com/nqudrt,1,1.0,,
Hurt,2,2.0,,
Alexandra,1,,1.0,
Belmont,1,,1.0,
Vogue.,1,,1.0,
pushing,3,,1.0,2.0
#starwarsday,6,,2.0,4.0
Mom...,1,,1.0,
Munderday.,1,,1.0,
"dudes,",1,,,1.0
ghey!,1,,,1.0
ny,4,2.0,,2.0
"september,",2,1.0,,1.0
diggnation,1,,,1.0
kuya,1,,,1.0
jordan`s,1,,,1.0
O`s,1,,,1.0
_indian,1,,,1.0
"advantage,",2,,1.0,1.0
americans,3,,1.0,2.0
:o),1,,1.0,
10.30pm,1,1.0,,
pathetic.,1,1.0,,
luch,1,,1.0,
Mum`,1,,1.0,
plate,4,1.0,2.0,1.0
pancakes.,1,,1.0,
that!!!!,1,,,1.0
pg,2,,,2.0
145,1,,,1.0
"165,",1,,,1.0
close!,2,1.0,,1.0
*yawn*,1,,,1.0
SAD!!!,1,1.0,,
aunty,2,1.0,,1.0
Stina,1,1.0,,
family..i,1,1.0,,
dat!,1,1.0,,
21st!??,1,,,1.0
demi!!,1,,,1.0
Sh,1,1.0,,
"t,",1,1.0,,
claires,2,,,2.0
hooome,1,,,1.0
still?,1,,,1.0
tought,1,,1.0,
shopping!,6,2.0,2.0,2.0
Soo,6,2.0,2.0,2.0
JJJ!,1,,1.0,
You?,3,,1.0,2.0
teacher`s,2,1.0,1.0,
pet!!,1,,1.0,
stinks..,1,1.0,,
Cleaned.,1,,1.0,
Laundry.,1,,1.0,
Nails,1,,1.0,
painted.,1,,1.0,
Productive,2,,2.0,
