textID,text,sentiment
ef0d203471,i find out thro mama,neutral
e3b67389d1,anytime buddy i c u at,neutral
e05cd317f1,just do my bit to stimulate the economy,neutral
8607d4de1a,dans public transport again and have decide it/s just everything north of london that/s utter * * * * these southern train be alright,negative
48033cb072,happy mother day to all those special mom out there i luv u mommy,positive
9cf6fd1ed3,happy belated birthday to billy i forgot to say that on his bday i feel aweful,neutral
4bb5f94f2e,we pick up boston legal season enjoy it now no matter how offensive denny can be i love denny crane he be a riot,positive
1b6a12519d,be soooo over school maybe sick all week * evil laugh *,negative
3d13422067,chillaxing really yeah man hehe,positive
18b107a0c8,# vancouver get tough with slum landlord ew back up sewage: //bit ly/urvv: //bit ly/urvv,neutral
5e95d1255c,rest well,positive
ba80e8f8ec,awake no migrane yey but tummy be hurt evil ibs,negative
e4f6331876,what happen to the warm i will mence pout until it return readysetgo,neutral
dc12f9879b,i get sting by a bee,negative
293c105cc0,sit at home watching atl for the time todayy wait for jess to e at like then go get marg and head out later to second sat,neutral
b260644257,im feeling like ish i just wannago home and go mimis,negative
86bed5d657,i/ll try but silly silly tweetdeck be mean to me again,neutral
20bf40e9ad,: //twitpic /jalj morning world #healthyliving update weight this morning kg st lb go in right direction,positive
eea5fada1c,they actually use standard speaker wire between them too with standard terminal so no solder involve or anything,positive
fe5515afaa,oh what a night love me some ace,positive
7ad6e7eb8c,gaah rain for tomorrow,negative
72b4fc8448,still work,neutral
1ef68f25bd,i didnt get pay this week roll on tuesday,neutral
402ec94b80,what be it i miss it,neutral
779933e393,i mail for some help you get reply right now from him i didn/t get which should probly mean i won/t get it,neutral
9f4dab6150,i know something be wrong with this guy now it/s be confirmed thanks for the pic,neutral
36f4769f8b,be here oh hun i/m sorry out of everything you/ve be through the last thing you deserve be to be unhappy at home,neutral
442d481d0d,ugh poor beautiful girl go in for new tire and inspection sticker now there/s a $repair and still no tire,neutral
23e8533b42,it/s so awesome to know that there be people who think i have what it take to make it in nashville and who offer to help if i want it,positive
38070b7f6c,t/internet on blackberry fooked so no checking of the tweet and whether phill have take up my request,neutral
d2a7a3c6aa,you and your yuotube link deny at work,negative
eda28bad07,be cheer on the arsenal lady and miss my m x,neutral
5f77487a77,back to work today but i don/t even mind,neutral
8e5e2cc4ca,god peppermint mocha frappachinos be amaze and addict,positive
88c65a135c,it/s happy star war day lol may the force be strong with you all,positive
5d847ecde0,hd full again: //plurk /p/xeb,neutral
6687098e68,good morning guy dont forget: today be mother day mommy i love you youï¿½re the best <,positive
fe3cecc633,that story remind of living in portugal,neutral
f35bfb001a,: probably not i want to go home,neutral
737f01fd34,dimple be in the preview be they not on today it hasn/t air here yet via: //twib es/cpf,neutral
f2a81392e9,i love your music especially the fight thats a awsome song by far,positive
01aedbc80b,all the best with the cup final today have fun,positive
74e865179b,do not feel good at all today,negative
17ee870d97,miss his voice,negative
19fcb0890d,i be uce i do my pgce there go to leicester for my main degree though,neutral
49c2233fd0,ur linky no worky,neutral
ef1b3fca71,will be lonely for day because will be in baguio: //plurk /p/xapl,negative
f9f75727b9,i/m kinda sad of be alone all the time i miss my brother and my friend suck i mean no one have even call me in week,negative
747a62d3c6,cont small child be not puppy and cleche sarcasm be so annoying bcreative but then again that/s too harrd,negative
af7b55a3da,phone about to die ttfn,negative
9f5fc8fa15,r t cool thing for successful entrepreneur to do: //bit ly/wiq please share,positive
7d3f92c5b5,go lay down i/ll get up officially at yes lol good night again,positive
239c23d656,langley hi guy guess who have twitter on her phone now me,neutral
7537a4d901,time to go to bed and hopefully wake up to a good day niiiiiiiights yall,positive
62c545e915,woo exam nxt wk,neutral
7ffb2c47ca,: //twitpic /ykl the stolen purse when it be new from the store see tag still on it,negative
907842d764,i would of won that contest if i weren/t to have chickened out,negative
c7b78c1b26,btw and i order some of yer merch yesterday <,positive
0e2712b388,awwwww i/m such a scifi geek and starwars be the ten mandments for us geek,positive
c4db64f19d,i dont get it,neutral
c67a279e11,back from the city breakfast time,neutral
27600971c8,happy mother day to all the mommy,positive
23bd2618df,girl a blunt be soooooooo in my thought right now i have an absolutly great day with a few stressor e home,positive
a946e76161,* * * * * * * * and blast i/m at lmhr tomorrow and sam out who be run it i could see if she could join next week,positive
5b65d15956,: //twitpic /hv r i p fristy just think abt her,negative
f8afc0cc2e,one thing be good enough for me friendship retain,positive
1a41c7fa70,yep try to beat the cold winter morning swim be always refreshing~ good start of day,positive
d388f4b3e6,okay now i/m listen to jonathan coulton and work woo,neutral
1fd7e143ed,i can/t find my tennis racket,neutral
ef4f50c77f,dual reject: //tinyurl /mfmtl,neutral
beced0e4c6,you be not old you/re just fy like worn in sweat say with all the love my sarcastic heart can muster,neutral
07a20d3b98,fam lol it/s ing up too probably mid june early julyish,neutral
d121f4d4f6,be feel very happy despite the amount of work that i need to do today happy time,positive
7d41c25c44,so sleepy again and it/s not even that late i fail once again,negative
1376de5329,just finish my english final just one step closer to the end,neutral
d68dcfb548,i/m feeling great,positive
4e1b616882,joe: pm kevin pic up a new pair of pjs: / pmsl i could have die lmfaoo: / i miss my boy,negative
45ecde3719,heyyy you lol wassup mama,neutral
a51c8a2f9c,awlll mann we should meet up this summa or something,neutral
15ad28cae9,and what/s your blog entry about,neutral
37425ece54,what/s wrong maybe i can help,neutral
d2679b98ab,be chill at home,positive
f3f90a014f,no santa cruz for me but i do have an interview at jamba tomorrow morning :,neutral
3f66f300f1,in the mood to listen to some reg stuff sir tell me: u use to be a huge fan of mine but now it seem you/ve forget my song,neutral
c76e557356,aaaaaaaaaaa mcfly,neutral
6dec4772e7,bitten to blood by my cat on my way for a rabies bacterin seem shot for month never wash my cat at home again they hate water,negative
82ab171f64,goodnight lovely,positive
e5ff92f07e,another two hour of work ugh it go by so slow and im sore,negative
ddd7c4f3b8,bowl with cousin awesome,positive
0b0cc0c229,: //twitpic /wb get ta a show on monday at hopefully my head will be well by then,positive
12cdafc3e3,i miss yoooouuuu,negative
76766fd7f8,hey mary this be my twitter karishmaa luvv youu,positive
c5480ac431,u say u be gonna follow its nita from ur live chat,neutral
43fc60ce13,would like a hug and a kiss from eric long distance really really stink,negative
2f3ee6608d,this be not fair bath again,negative
8783d1b3dd,pleaseeeee it be the only thing i want for my birthdayyyy please say happy birthday to me,positive
f13c2b0997,i shall annoyingly tweet at you tomorrow,negative
eed9542fb9,aww no one/s on msn,neutral
0de0a8bbd5,i feel almost empty inside today not a good feeling,negative
5d33f6bac5,schade #tv addict,neutral
703ac31c4c,i dont feel good sick to my stomach,negative
aeffd29532,love the way the sky look now i e no cloud at all but that would only mean that it/s ultra hot outside: //plurk /p/rpbt,positive
e79c136fcb,my husband wear the same shirt all the time think you can send some of that this way,neutral
35757a7bb2,how could you go to cali without me i/m sad,negative
c6cf9979f5,would love to hear all of this from a nokia perspective,positive
dbb5794243,liv lyf good to hear just in time for the weekend i/ll be work though,positive
cfbb61c4de,have send ben off to do the weekly shop woo xxxxx,neutral
2970bde3a1,not by choice i have to use it for that one project that never end,neutral
bd38d58f43,it wouldn/t let me download it cos it say i/m the uk i have a little cry,negative
6ea1f8c451,make shell join twitter so i have a follower,neutral
8cf4146f7a,umm what do we have here apple pie check cupcake check green tea check coffee check then we/re ready for tea time,neutral
7d64708739,um why can/t i write * * * * tonight i like * * * * i want to write * * * * yet nothing no * * * *,positive
e5ce9bf21f,have now find a bug in the rhel bnx driver cant handle high packet per second> k,negative
70a09e0f63,you mum sound so humble what a sweet thing to ask for,positive
9f07307c90,get ready leave a girl scout metting don/t feel like it but i have,negative
725b12ebe3,u already take da pic with out me,neutral
725fb92868,i meet one of the nerdiest server at chili/s today lol he be awesome and i be his favorite,positive
3fdf6fd85b,yeh i suppose but its not the same you know to me henry isn/t really a gunner any more,neutral
f868f8d455,surely you know this before hand a good book or a hand held have to be essential just no psps unless you have a charger,neutral
7ed0815858,yeah it/s all tease up into this boofy bit i/m buying red hair extension btw,positive
fc34a621fe,the eagle make saturday night so much good,positive
d513cf712d,gah how be i suppose to study when all i do be sneeze and get even more tired,negative
c0082eb0d8,inspite of the spam i can/t stop losing this twittergadget i love twit from gmail,positive
8c2f6efa9e,be off to body power expo thanks to mike at performance network for the free tix,positive
fba650361b,thank you * * * *,positive
6d630ebbcb,happy mother/s day everyone,positive
6c54033587,scratch that now we/re watch /marley and me/ thinking i could stay awake good for this one,neutral
ebddd504ae,be you shatter after that long week thats a pity about tomorrow night,neutral
644c9a7d4e,just play volleyball,neutral
5388170d6c,mile run and meter swim thing be look well and well lay off the bike today,positive
629a6891db,sky cus it all get too much attention in the end shes embarrased and i think it just get outta hand a bit poor girl * * * *,negative
7e86fc2361,my tweet be on cheaptweet you wannavote for me: //cheaptweet /t/syopvd,neutral
8b4a1efb7e,forgot she have a twitter account happy mother/s day,positive
2c1fa225e0,yay a live demo of rhodes love this more and more #euruko,positive
88435f757a,hahahaha your watch too i miss ocean,negative
d0d220f225,awww no you/re not ugly,neutral
129f93c432,i love it as well,positive
370432fb6f,so my lucky jade nacklace/matching earring ain/t so lucky lose an earring now the chain break on pendant,positive
fe25f1c18b,there be like no there n tha dj p be hella wack no gud dj but get in free so its all gud,neutral
84fc955fa3,wow i see a mr b obsession in you,positive
7006aecd37,lol academy ish haha i really really miss o b,negative
76ac7da001,marie stick with me kidd you/ll be alright there/s a whole sketchy world out there wait to be take advantage of,positive
8ebc29ff32,yippee happy birthday to me,positive
e017845110,ugh only /th hour and i will be,negative
bc73832571,sound like a perfect way to spend a sunday evening enjoy,positive
b97d1299b8,hi im well drinking hot tea with honey ^^ thanks take care plis,positive
adc380104d,a movie/s bad fate use to be 'straight to dvd' now it be 'straight to divx' or 'straight to internet ',negative
efa22c73f9,ooo and good luck for dundee tonight i can/t be there cos i have a ton of uni work,positive
9fdcb18862,off work try to relax for about min before i/ve get ta go back to sleep,neutral
fd66909baa,yeah i be waste my time fail,negative
2dffb2ea44,happy sunday beautiful day in london off to meet chergo for breakfast * * * *,positive
c7b7d547b1,it be on environmental study and drive me mental,negative
7935be5446,i know so lame,negative
4d5ae57550,you can find more info on getonu we hope to launch the project this week then we/ll really need some help to release it,neutral
3c95649475,bore would love someone to talk to,neutral
a070614c5f,yes i do but why do you change,neutral
3ce9c6a6f8,lappytop baterrry die tryingtofind a movieto watch since im stay in and goingto my room,negative
2f7e6b1574,get some dm ask where i fell off to the past few day i be sick but be all good now i appreciate the concern game on,positive
9c04531c6a,i noo i go to the zoo instead lol ru goin out night * * * *,neutral
2517f342d5,collabro w/jphlip call 'california' be another hot one,neutral
0262432e16,happy mother day to all the mother grandmother furbaby mommy etc head out for breakfast with my mom shortly,positive
0274567d50,i havent get any prank call make me laugh in so long,neutral
1aec758353,i cannot sleep due to watch uktv food its keep my craving at bay i think my body guna ache tomro,negative
4d6da31db3,guess ran mile & gym superman you oxox,positive
79a500a152,just make breakfast for her mom,neutral
d5641944de,be outside play ball with dog now all hot and sweaty,negative
9b330e4b71,finally holiday,positive
a881027b76,my school be like the only one thats not on vacation,neutral
cb8a4144a8,if he do he would say hi,neutral
86a2a1b941,* be bad * * * * he still be,negative
843f1f72c9,want to game tonight with her friend,neutral
37b9fc8ccb,okay i/m all out of idea,neutral
a0b91d02ba,haha its co one of your /tweets/ be smile smile smile so i quote the boy in reply,positive
249ef8156a,mother day isnt until the th here in sweden but thnx for the pm/s,positive
f3c7a9878b,listen to the online radio; oldie,neutral
4f3c295673,our plane have land finally gonna get to board an hour late stupid rain,negative
9c0833ac17,if officially do with high school so sad i miss them already movie later,negative
a27cfe7e3d,i be see only one side of it but it look interesting and deep,positive
e4740a831d,will we see you guy in the philippine that would be the cool thing ever always want to go to one of your concert,positive
d3f853939f,yeah i/m get ready to go get pizza then nothing to do maybe gnt will want to play xbox,neutral
ff33061b8d,what/s good about work a double jasmin,neutral
7995b825ff,clean the screen on my new pc do machine and take another 'screenshot': //bit ly/qlzp,neutral
eed6fe80a1,on a brighter note still at work at: on friday work on other people problem oh man i/m so eating pizza tonight hoorah,neutral
23c29c9354,i know i suck i/m a master procrastinator you guy don/t have too much fun without me,negative
4f8932c7f9,favorite shirt ruin: death by bleach #fb,negative
7e3f57c60c,just find out one of my ankle be swollen eeks now it hurt,negative
fdf80accf3,my knee be hurt so bad im limp so we get to suffer through work together,negative
2975048c23,girl when you crash it may last for day,neutral
553aac5c32,aww im sorry im home now hope your ok i love ya wifey <* * * *,negative
4560f11d7a,disneyland be a blast yesterday now back to work,positive
256abd812d,ohh #twpp be fall silent i be wait to track ur us version next time maybe btw sunny california sound good,positive
7ccd98fb85,of course i would,positive
f38b1d3dff,ur go get tire of hear from me but i just saw a preview of ur movie year one and you be in it how funny yeah,neutral
8bdded4924,be a loser; baha dude i/m gonna e & put those picture on my myspace really quick,negative
13a88e11f0,spend a /girly/ day wif my four big sister shop pedicure and dye eachother/s hair ohh yeah,neutral
d2454de46a,i try vote u the other day but i couldn/t figure out how do it help lol,neutral
828146bcb0,caine i saw it it make me sad,negative
774d03b2f9,oh well there go my hope for seamless transfer of blog however i be now on track and will have it up and run sometime this eve,neutral
5a7474ff9d,hi there nice to meet you,positive
fb18c911fc,kearley that/s twitter for you,neutral
1527913104,burnt the * * * * out of my hand today,negative
2ca6066cdb,* * * * * * * * * * * * * * * * please ment me back ily,neutral
a5d8cc3057,i/m not even in your situation and now i/m sad i/m sorry that/s really sucky,negative
55d5d14082,thanks for the link love yesterday by the way,positive
8964a7361a,i/m so sleep deprive but it/s to hot to sleep,negative
2dfcb67076,new golf vi tsi hp be fast,neutral
11e69edd6f,be do paint all the bedroom furniture i still have to do the table but it will wait until after the move uggh move in the heat,negative
b0c1fca288,i really need to lose weight anybody wannabe my exercise buddy,neutral
773ae618f3,thank you for the link it explain a lot and i/m glad you/re feel good i/ve a friend ing tomorrow will be fun,positive
44f3136cec,can/t believe how gorgeous the weather have be today & i/ve have to spend it at work,positive
e4906c30ba,morning that/s not mean that/s just smart,neutral
716bbb29cd,ci ewww poor you wish you all the best thank god there be rolland garros this month isn/t; p,neutral
2dde2785c7,in toronto wait for you day to go,positive
28fc81d56a,want cookie,positive
1997f02c29,happy birthday,positive
ff29b26f71,just five more day five more long day ahh,positive
b4c0bf1bbd,happy mother/s day to all the mama/s out there be greatful and appreciate your mama,positive
a99e285cb0,i must agree i do like blackberry,positive
06f52ce0e5,the gray hat python book remind me how many security tool be python version specific which be a pain if you need to use all of them,negative
933b250070,a pink balloon for mum on her day,neutral
f48d77c285,it/s friday try to find something to do,positive
dede63b336,yes i/m the only stupid girl of my kind,negative
507d4b7d30,that suck i/m still hungry and suck down my food,negative
ddf0e52622,yesh lawl,neutral
50cf4e057b,i dedicate today to mother day video because without mom and dads we wouldn/t be here tweet,positive
3312d3de45,feel madly sorry for myself ï¿½iï¿½m seck d= make me feel well i should be go to a fashion show: //tumblr /xzwerch,negative
99aa6a57ae,at work again,neutral
0c652afe64,holy * * * * it/s super sunny friday and whitsun my tube be deeeesearted wish i be in the park: //tinyurl /nsl,neutral
01f3b75b69,can/t gauge the time of day in my office anymore it/s bad than a friggin/ casino in here no waitress smoke or booze,negative
8020103e69,on my way home then sleep see amber pacific tomorow with the besties,neutral
3963d30729,its from all that * * * * * * * * i forget the lube * * * * may need to go to the e r,neutral
4e40253577,about to get crazy,neutral
3338b13120,saw the new star trek movie yesterday /twas very good have a quiet day today off to the gym then for lunch,positive
50453d2d15,oh you poor thing so sorry babe,negative
4119f07089,and now the crazy be all go,negative
f20837fb2f,find a pack of united red carpet club booze voucher anyone want to have quite a few drink there e with me as it appear,neutral
c573f1463f,night night everyone happy mother day to all mother,positive
5e65526ce8,great more rain,positive
5ee1af15b2,how bad have life get where u werecounting on the church\ raffle the answer be real bad,negative
de0c6c9215,sore throat ing and record about to start for new citipointe ep album argghhh prayer need,negative
0abb903755,i be awake until: be then my mum turn the internet off so i couldnt watch the live chat i be ccrying i be sad,negative
d188052326,so jealous,negative
cb4cc7f86b,bring me food before you go please,neutral
91c62fcf01,hi frenchie * * i/ll do that later: p,neutral
edd330a3b1,be not too hot and not to cold,neutral
310fb6c0dd,you rock my sock off sorry you have to go to bfe maryland,neutral
9cbb4b81c8,a huge spider just crawl past me huge,neutral
1729c2c311,oh no so sorry about your pet,negative
e606fd5d6f,heh you seem to have a plex about your iphone jealousy this self denial be harmful just let it out,negative
d423fe1be8,puter be pack away there go my life right into a cardboard box,negative
33b4f870e8,dont ya know people love the human society,positive
e9c2859c51,i be so tired,negative
3c7d3bb4f7,i/m sure you/re sleep but you/ll have to tell me your favorite part tomorrow i laugh pretty much the whole time,positive
c1f3197a61,thanks to: new follower,positive
8e1e8f03b2,sit in mels house just finish eat mcdicks laugh at all the dumb stuff i say tonight ready for bed i think so,positive
e4a6ff8066,no i haven/t have chance to watch that yet go to have to get hold of it thank for the tip,positive
dba745bfaf,hahaha i be like: o dougie thats harsh be you happy he reply,neutral
b759269005,i be sooooo happy finally kean cipriano reply to my chat message i hope he/s not fake,positive
fc33096e59,love the weather this weekend shame i/m back into work tomorrow,neutral
1f85938ff3,downtown be fun tonight the walk back to the car be rediculous lol,neutral
8faa4f64c4,go to die from study overload this weekend too much homework with pay work to interrupt i/m screw,negative
bf63d26837,well what about tomorrow i miss you,negative
9a372c4ec2,happy mother day at my mum also to my si and my 'mum' jess ahah,positive
35853e761a,leslie i love the video you be inspiration mr leslie can/t wait for the new album still rock the debut,positive
2b56fbd943,rex i/m work all weekend,neutral
8500d7188b,: love the song 'together' that/s 'his' song for me well i think it/s still be,positive
2f0f9e35e5,book now & save: summer * the amazones village suit * * * * crete greece the best place to be,positive
4e0e71535d,omfg this test be a joke,neutral
27942cb8a3,sit at home be bore,negative
8826b68c3f,a be not 'quite alright' on the plus side i eat cinnamin toast crunch for breakfast and be now eat strawberry,neutral
ba9ff2dfef,where/s my happiness,neutral
ae04977b87,i love mandy moore so much and also angela,positive
ce0ed59555,bore sunny monday no school tire lazy hungry yeah in a great mood,neutral
79d78251ef,wake up * * * * but tire on this moment i list some music for make me happy and let me wake up,neutral
f7428284f1,be surround by student house have barbecue and play * * * * music be hardly conducive to a good job apply frame of mind,positive
6053627f36,may the forth be with you ha yes today be my birthday star war day aren/t i lucky you star war fan,positive
0f525a5629,thanks i/m hold my mini laser light thingy lol how be u,positive
bcfef47bf6,so windows livewriter/s accessible guess that answer that,neutral
3d3982e6ef,butler i think/hope they might put an age limit on next year on the back of that #bgt,positive
b7694fbc1b,kryptik the usual application check status read stuff that/s wel not arbit etc,neutral
38fe6daabc,i miss go to ek every summer & christmas vaca take me there,negative
ec9e63e7a9,oh really why hello there,neutral
5f5edcf6eb,happy b day to lina haha your birthdaypresent to me would be to ment on the new video;: //bit ly/cy,positive
eb3d8edd75,i/m just start it brinn guess what i get my laptop back but i can/t use the messenger hate it,negative
195fedfb9b,change of plan won/t be see up today,neutral
bb4c875f51,all my pancake always end up soggy,negative
f1581242dc,lot of confusion i/ve at my work place,negative
e14d5ea7b4,lol i know how you feel but with kid and my current work load i be maxed out with no time to grow thing,neutral
6bc1a0f105,: i/ll be in heerlen on sunday but you won/t be there right,neutral
ce40804bf1,woot freak hoo tho mad world isn/t do well on the itunes top #chart,positive
9a2173000b,all in all a good weekend,positive
4cfbcced8f,yer oh that/s * * * * cause u hell need to post more haha so we can talk,neutral
1610be644a,it figure it start rain as i be free from work,positive
baab8f7354,u think its fair k den i guess m wrng still i feel its not at all fair,negative
9d57d8f6d6,hï¿½rlich,neutral
4b5ff9995f,monday aren/t so bad when they be this sunny #fb,positive
a72ac13cb0,well this be just lovely i be pletely flatten by a back injury there go the weekend,positive
218486ebee,waching gray/s antomy,neutral
983c9dc76b,write mother/s day card for my mom and gran hurray,positive
d3a198f0b0,in cafe management the end of the month be nothing but number my arty little head hurt from find discrepencies,negative
871697a694,sad that gmail chat have die so i can/t help,negative
7abf26ceee,: be screw it im go to bed one love,neutral
88e0866260,no way man i like year old,neutral
1622fffebd,aureole oh my gosh so cute,positive
16273d9b87,swim party at my brother tonight i have an awesome time since when be i a sissy about cold water who be i love today,positive
b9a4461c5c,chinese lunch buffet: $add a soda $notice the health inspection score of as i walk out with my bag priceless,neutral
022bf25824,new to twitter,neutral
c41582b2e2,hmm $to see the decemberists but i have to go to raleigh on a work night or $for cheap seat to the bolshoi probably neither,negative
bf73147031,morning i/m in the garden get air,neutral
1b5dbd4bff,out enjoy the weather before i have to go to work last shift with,positive
55a69c1bfe,yeah but they have to e barcelona because not all the fan can be in that concert e barcelona jessi te quiero,neutral
d7e9c3b09c,hi everybody sorry for the long listening iwas too busy,negative
a16a8f3fd4,gut,neutral
32cad606a1,toast what seem to be waffle for the farmer kid they sure eat a lot,neutral
541afaf3a8,sad that school be over gonna miss all my friend and teacher,negative
8e13f7c528,i/d love to but i/m all the way in india,positive
c5aeb8a5b0,the happy place on earth j/adore,positive
1aa9fbcd6f,oh dear i/m be follow by someone that claim to help you stay young the end be nigh,negative
898c6d80b6,sleep what/s sleep again i/ve seem to have forgottten the mean too much on my mind or it/s just my usual insonmia,neutral
f563dae578,i have yet to even get out to play this year soon i hope,neutral
cbc2865e1a,bing no its not chandler bing its the new search engine from microsoft: //tinyurl /mgcotd but why the name bing,neutral
f2bc1cff88,just have mother day lunch here: //twitpic /wfeo,neutral
160945b393,awwww i cry make me cry i love joey,neutral
e60cd123da,i agree i miss a lot while i be away and busy and now it/s like a whole new place,negative
a12591f04b,off for a bit of a motorcycle trip today,neutral
ee0ce21fd3,do the andy dance the one on fonzie gomez show; haha,neutral
ad87930178,happy mother/s day and to the god mother/s and step mother/s too,positive
488d1aa6d0,watch the pianist with my dad great movie,positive
5b2d94a0ca,lmao that would have take me at least a week,neutral
a76e18171b,hubz pany be organise i have to be there,neutral
a413fe693f,ah man that/s suck what happen to it that/s prompt a reinstall,negative
3194919831,do my english essay on r & j wtf that i should have do a long time ago when it be assign last thursday,negative
3961e6973d,obama last night: 'most of you cover me all of you vote for me apologies to the fox table': //bit ly/bgcnw,negative
2adfc92acc,i love the new hairdo haha and i live in ny too so yeah it be really hott,positive
464eafe267,how to get a $trumpet book get catch in the rain with an $trumpet book oh dear ny,negative
a2a2eb3f5b,i/m out of book to read movie to watch n stuff to buy i/m bore,negative
bcc1c6bfad,we get watts chingo bling the chile can/t do this thang without bgeezy we need u on the show: //bit ly/rc,positive
a7c0fedfc0,oh no poor bear i just have a nightmare i wrestle a huge snake and win,neutral
10a8d5a9fb,rumbo a bachilleres,neutral
08b27f69e0,yeah i hire some guy name lenny to tend to the rabbit this year,neutral
176e5e5aea,what happen who/s the jerk,negative
baee1e6ffc,i/ve be eat cheetos all morning,neutral
3cd4960670,thanks get a hold of someone there who know their stuff at last,positive
ab012b3cce,wow i love it thanks,positive
4b47ae8f3d,omg im in such a bad mood day wats ppl doinnite,negative
ec878d0f62,just pick up my copy of the printed brochure i do for the bwrc so excited,positive
1c2b43b8cf,sleepy time and my room be finally clean,positive
64b15fd8f6,anyone excite for harry potter like i be * * * * twilight postpone my first love oh well off to find some hai chai,neutral
a386b7904a,soz i neva saw this message till now if u add then delete me i cant see any message uve leave on my page,neutral
3813638fd5,bore cleanin the house,negative
998dde662b,finish off a quick magazine article for cap can/t wait to get it do and get back to the book,neutral
ea086d4cfa,wow my teacher just call me a skunk cuz of my hair,positive
4c1367795d,yeehah quality,neutral
0ea3d93793,sit in on a friday night bore,negative
817b684c10,its the wine,neutral
c548503bb8,regrettin some of the decision i make,negative
0556dbe899,just pass a wrecked car hop everyone get out ok finally pick up speed should have be in b/mpre by now,positive
194273e5d5,i hurt my foot in gym class,negative
b39e9d2e2d,append the #verticalchinese hash tag be a nice touch,neutral
249849fb5b,* hug you * awwww i/m sorry you be feel sad e,negative
90916992df,home now some invader have take over my base,neutral
e71a708caf,i be soo * * * * sick of wade mood swing uhh i hate him he/s an * * * * ahhhh,negative
122461c21a,oh good this thing be viral now,positive
3d38947fea,list to music while put the finishing touch on my mother day present and the cool part be it didn/t cost my a thing,positive
ee84bed83a,grey anatomy be so fuckn awesome atm,positive
7c88b11bd8,i/m off to costco in a bit to print off more photo for my photobook,neutral
5f5bcf5f32,a don/t stop believe remix sure why not sacrilege: //blip fm/~jkpz,negative
c2ae2a443a,it start at but we will be there until they throw us out traffic will be crazy,negative
275355d0ba,about to embark on a large tour of bar for a project hopefully i won/t die from alcohol poisoning,positive
20021de78f,thank you for your ment,positive
7b9faf935b,thankyou,positive
b7d300e8c7,hahah i wish that be true this be really really bad just gonna stay home and chill tonight and as usual i really want to go,neutral
eebd99614c,i/m awake and can/t sleep bc i/m feel sick yuck,negative
963d800c9d,i agree with spongebob be well,positive
7d0cd28f2e,: they r send tw business ppl the mainland return the favor re: chinese police representative in tw,neutral
fd7550eea1,not excite of blow out another candle today [as when i be a kid ],negative
4340f85e58,free unlimited ringtones: //tinyurl /freeringring usa only awesome iphone,positive
0016bd1dbc,so bore without a camera,negative
78e2cd4c7a,omg that be tragic,neutral
4113e150f1,yeah i only drink a little bit anyways it definitely be the show and not the drink,neutral
e7948d93b8,i think my ipod touch may be break itself,neutral
e957a21cc8,we have a tour of student this morning: huge pick up for mother day: speaking for a luncheon: planter to do: nothing boring here,neutral
c70fe26447,emo zac and a good morning from france to my zaccie,positive
886beb8aae,thanks kelly you be too sweet,positive
04de6891f1,happy birthday month i only get a day but you deserve the whole month,positive
0ea708b760,thanks alot hope you can help spread the word and get people involve we be already make a real difference,positive
c05ea7e99d,ahahahaha you love twilight don/t liee and we all know i love robert pattinson,positive
ace925bfd9,get an email from my auntie bout father day mother day w/seven mom but father day will consist of dad #realitycheck,neutral
53c976b0ea,at home im so lonely here,negative
84f3c65187,well i/m here good morning/brunch ish i take my exam think i do good,positive
325285b4c7,lol what bother me be that i/m mess with my metabolism drink lot of water pretend its different food mmmm grape,negative
f6c6071761,r i p little bird that fly into my window snap his neck,negative
95033b6de1,the killer on jonathan ross pletely epitomise why i love them with all my fangirl heart seriously wow i miss read & dublin,neutral
b525ca0869,i/m still awake coulnd/t go back to sleep,neutral
3dfcacae62,: g/night twitterverse much twitter luv to you all: //blip fm/~yvnd,positive
8b3f4dcfa7,totally rock onnnn,positive
8280562439,twitter question: should i go to my brother st soccer game of the season or should i stay warm up in bed minute to reply,neutral
1cd52410f7,really i look like a boy i need someone to do my hair,neutral
3fa8b56288,do you know its star war day today may the th be with you,neutral
c3eea4388d,it be a drink but they have a trainer brand too: //www office co uk/brand/babycham/ << have a look,neutral
b5869b57ee,aw thank you i suppose it/s a good thing since it mean more tweeting,positive
56fc638a8a,www youtube /watchv=cyjvgnp va sowwwwyy u girl make me twisted all time,negative
3d4144e04c,i wish i could go to e oh well,neutral
b58af3b61f,get one because of my babygirl,neutral
75a3a03c97,yeah that/s me i use my initial for my flickr account,neutral
af45cd98f8,pange ahahahahaha you two could meet up for drink,neutral
b02422bb3d,absolutely when we hit bottom there be only one way to go,neutral
2ca4410c97,i would be there but i live across the country,neutral
d80df71119,yay you should do it just think about the animal and it/s not as hard,positive
54cd88bcea,bake cake with my momma,neutral
b6a29728d8,haha we have balcony seat not that great there/s a giant dragon thing that have glowing red eye and move its wing,negative
904471f311,yeah it suck i try to ask a q but they never answer but i love it when joe hug nick,neutral
2ca2b275ba,anywhere i don/t mind as long as i/m superman and there/s good music all be sweet,positive
df0651c904,haha i really don/t but i/m go to this workshop at school next week be you go plus my car be break right now,neutral
17454e4f47,money launder tip sell the business or construct hotel etc and take possession of your now clean money,neutral
48d18c4f80,i/m very sorry for the little disturbance at #sapinsidetrack in palo alto just go into a debugging session when line unmuted,negative
cc5639a1aa,wish would admit she have a new lovah,neutral
9ffba95a67,bah i h wake up,negative
8042e7ffb3,you tell me u would be there lol hmmmm where be u,neutral
dcefaf27f5,don/t we all,neutral
